domain,context,response,act,speaker
hotel,"User: I need a place that has enough beds for 7 persons for 3 nights starting this Thursday. <SEP> Agent: I'm afraid that wont work. Can we try a different day or shorter length of stay? <SEP> User: Yeah, how about for one day? Please get me the reference number if that works",Which hotel would you like of the available choices?,Hotel-Select,1
hotel,"User: I am looking for a place to stay with free wifi. <SEP> Agent: There are 32 hotels/guesthouses that offer free wifi, do you want to stay on a specific side of town, or a specific amenity you want?",I would like to be in the south and I prefer a guesthouse.,Hotel-Inform,0
hotel,"Agent: Yes, the University Arms Hotel is available and is located on Regent Street. Would you like me to book a reservation? <SEP> User: I really need a hotel in the east. Can you take a look at those for me? <SEP> Agent: There are 5 options in the east that meet your criteria. All are guest houses. Do you have a price range in mind?","no, should have four stars though.",Hotel-Inform,0
hotel,"Agent: I have 21 guest houses, can you tell me what area you would like to be in? <SEP> User: The area doesn't matter. <SEP> Agent: Ok. The acorn guest house is in the north part of town in the moderate price range. Would that work?",Yes. I would like to book that for 4 people for 4 nights staring on Wednesday.,Hotel-Inform,0
hotel,User: Could you help me find the Cambridge Belfry?,"The Cambridge Belfry is a cheap hotel. The address is Back Lane, Cambourne and the phone number is cb236bw.",Hotel-Inform,1
hotel,Agent: Great! I have booked you at Lovell Lodge with reference number 6YI7ENAC . May I help with anything else? <SEP> User: No that is all I need. Thanks for your help. <SEP> Agent: Have a good day. Thank you for using our service.,Thank you! Have a great day!,general-thank,0
hotel,"Agent: Nothing matches for guesthouse or hotel, can I try something else for you? <SEP> User: A guesthouse with a 3 star rating and does not need to have internet, nothing? <SEP> Agent: There are no guest houses in that area with a three star rating. Is there another area you would like me to check?",I guess a hotel in the same area with any rating will do.,Hotel-Inform,0
hotel,"User: Yes please I need a booking for 4 people and 2 nights starting from friday. <SEP> Agent: That on is not open then, shall I try another? <SEP> User: How about a different hotel in the same price range?","How about the el shaddai, they have free internet and free parking?",Hotel-Select,1
hotel,"Agent: We have 11 guest houses which are moderately priced, but no hotels. <SEP> User: A guesthouse is fine. I'm looking for a place in the north with free parking. <SEP> Agent: Acorn guest house is available if that works for you.",That's good. Can you book it for 3 people?,Hotel-Inform,0
hotel,"User: How about two nights? <SEP> Agent: Yes, that did it. Your reference number is X5XFGMK0 . Can I assist you with any other plans today? <SEP> User: Thanks so much. That's it for today. Goodbye.",I'm glad I could help. Enjoy your stay.,general-greet,1
hotel,"Agent: Both have free parking. I suggest the Lovell Lodge. It's a good place. Phone is 01223425478. Would you like me to book it for you? <SEP> User: Yes please. I'll need it booked for Saturday, for 4 nights, and 3 people. <SEP> Agent: Your booking is confirmed. 3 people arriving on Saturday and staying for 4 nights. Your Reference number is : 4XAIWCKT . Can I assist you with anything else?",My wife and I thank you. That would be it,general-thank,0
hotel,"User: I'm looking for a cheap hotel in the east. <SEP> Agent: There are three cheap guesthouses in the east, each with 4 star ratings. Would you like me to book one? <SEP> User: No, but do any of them have free parking?",Yes all of them. would you like to book one?,Booking-Inform,1
hotel,"User: Yes that would be just fine. <SEP> Agent: Ok I will book it for you <SEP> User: There are 8 of us, staying 5 nights, beginning on saturday.","Very good, I'll go ahead and try to make that booking for you.",Booking-Inform,1
hotel,User: I am looking for a particular hotel. Its name is called cityroomz,Cityroomz is located in the centre and is moderately priced.,Hotel-Inform,1
hotel,Agent: Sure. It's located on 710 Newmarket Road. Anything else? <SEP> User: Thank you. How many stars does the Autumn House have? <SEP> Agent: The Autumn House has 4 stars. Do you want me to book a room for you?,"No, that's okay. Thanks for your help. Bye!",general-bye,0
hotel,"User: I am not particular about the area. Is there a hotel available that has a 2 star rating? <SEP> Agent: There are 2 on the north side and 1 on the east side with 2 star ratings, would you like me to book one for you? <SEP> User: Yes,book me the one on the East side.","How many days would you like to book the room for? Starting when? Also, for how many people?",Booking-Request,1
hotel,User: There will be 5 people for a total of 4 nights starting from Monday. <SEP> Agent: I was able to book your stay at ashley motel. Your reference number is KJHYRDCA . Is there anything else today? <SEP> User: Okay thank you for everything.,"Thank you, enjoy your stay.",general-bye,1
hotel,User: Can you help me find a particular hotel?,Of course. Do you know the name of the hotel?,Hotel-Request,1
hotel,Agent: I sure can. I found a 3 star hotel and a 4 star hotel. Do you have a preference? <SEP> User: It should be a hotel type hotel not a guesthouse <SEP> Agent: How about the Gonville Hotel located in the centre of town is in the expensive price range?,"Yes, that sounds good. Could you reserve a room for 5 people checking in on Saturday? I think we'll stay for 3 nights.",Hotel-Inform,0
hotel,User: How about something that is 4-star rated? <SEP> Agent: There are 7 gueshouses that meet your requirements. Is there an area of town that you prefer? <SEP> User: Not really. Anywhere will do.,Would you like me to make a booking for you.,Booking-Inform,1
hotel,"User: Find me a place to stay that has free parking, but I don't need internet. <SEP> Agent: Sure, what part of town do you prefer?",I would prefer to be in the Centre.,Hotel-Inform,0
hotel,"Agent: Sure, anything else I can do for you. <SEP> User: What area is the hotel in? <SEP> Agent: The Worth house is in the North.",What is the price range of that hotel?,Hotel-Request,0
hotel,"User: Can you see if there's anything in the east? <SEP> Agent: The Carolina Bed and Breakfast and the Warkworth House. They both have free wifi and parking and they both fall in the moderate price range. Do either of these sound good? <SEP> User: Great. Can you give me the phone number and address for The Warkworth House? Also, is it a guest room?","yes, it is a guesthouse and their phone number is 122 336 3682.",Hotel-Inform,1
hotel,"User: How about 3 nights? <SEP> Agent: I was able to book if for that time. The reference code is QLM5YVJD <SEP> User: Wonderful, thank you. That is all I need. Bye.","You're very welcome, enjoy your stay. Thank you and goodbye!",general-bye,1
hotel,User: I am looking for a moderately priced hotel with free parking. <SEP> Agent: Do you have a preference on area?,"No, but I would like a 4-star guesthouse.",Hotel-Inform,0
hotel,"Agent: How about Archway House? It's located at 52 Gilbert Road. <SEP> User: That's great. Can you give me the area and price range, please? <SEP> Agent: Certainly! The Archway House is in the north area and has a moderate price range.",What's its address?,Hotel-Request,0
hotel,User: I am looking for information in Cambridge <SEP> Agent: And *I* am looking to give you information. Perfect match! What would you like to know? <SEP> User: Can you find me alpha-milton guest hotel?,It is located in the north at 63 milton road,Hotel-Inform,1
hotel,User: I'm looking for a 3 star hotel.,"There are 6 hotels listed at 3 star. There are 2 in the north, 1 south, 1 west and 1 centre. Would you like more information?",Hotel-Inform,1
hotel,"User: Yes. I need it for 6 people for 5 nights starting on Friday. <SEP> Agent: I'm sorry, but it's not available for your references. Would you like to try a different day or fewer days? <SEP> User: Can I get it for 1 night, then?","Yes, I've reserved you for one night.",Booking-Book,1
hotel,"User: I need a hotel, in the south. <SEP> Agent: I have one hotel that is expensive and in the south. May I book it for you?",Does this hotel include free parking?,Hotel-Inform,0
hotel,"User: I'm looking for a hotel that includes free wifi, but it doesn't need to have free parking. <SEP> Agent: I have 3 hotels in the city that meet your request. Are you looking for a certain area of the city?",I need a hotel in the east.,Hotel-Inform,0
hotel,"Agent: Express by holiday inn cambridge is available and fits your requirements <SEP> User: I also need a place that is on the west side of town and that has free wifi. <SEP> Agent: The Huntingdon Marriott Hotel is on the west side of town, is expensive, with a 4-star rating, and free parking and wifi. Would you like to book a room?",I'm not sure. May I have their telephone number first?,Hotel-Request,0
